"","date","chl_large","chl_small","record_total_hrs","presence_total_hrs","mean_sst","whale_presence","presence_lead","month","year"
"227",2006-12-03,0.0689799924926645,0.0527508836239576,0,0,29.0157638888889,NA,NA,12,2006
"228",2006-12-11,0.114001308645432,NA,0,0,29.07984375,NA,NA,12,2006
"229",2006-12-19,0.0653415645827495,0.0501227385054032,0,0,28.8630034722222,NA,NA,12,2006
"230",2006-12-27,0.063241315509617,0.0545581846187512,0,0,28.9464722222222,NA,NA,12,2006
"231",2007-01-01,0.0737873804507524,0.0578529940297206,0,0,29.1475520833333,NA,NA,1,2007
"232",2007-01-09,0.0740427579400102,0.0579179947574933,0,0,29.5182118055556,NA,NA,1,2007
"233",2007-01-17,0.066659769539297,0.0493983415265878,0,0,29.6257118055556,NA,NA,1,2007
"234",2007-01-25,0.0700727271102369,0.0599052167187134,0,0,29.41125,NA,NA,1,2007
"235",2007-02-02,0.0657128645382689,0.0565542442103227,0,0,29.4713541666667,NA,NA,2,2007
"236",2007-02-10,0.0757361869243058,0.07523288205266,0,0,29.0872743055556,NA,NA,2,2007
"237",2007-02-18,0.0791722351152982,NA,0,0,28.9518055555556,NA,NA,2,2007
"238",2007-02-26,0.0793908765967588,0.0752627377708753,0,0,28.8414409722222,NA,NA,2,2007
"239",2007-03-06,0.077811254068799,0.0727115515619516,0,0,28.8329861111111,NA,NA,3,2007
"240",2007-03-14,0.0694451354355854,0.0590405619392792,0,0,29.1468055555556,NA,NA,3,2007
"241",2007-03-22,0.0700494268104522,0.0605767189214627,0,0,29.14265625,NA,NA,3,2007
"242",2007-03-30,0.0795825512798356,0.064106409996748,0,0,29.0126215277778,NA,NA,3,2007
"243",2007-04-07,0.0943079477605911,0.0775342248380184,0,0,29.4407465277778,NA,NA,4,2007
"244",2007-04-15,0.105422012552264,0.104598872363567,0,0,29.4441319444444,NA,NA,4,2007
"245",2007-04-23,0.113238227173422,0.102624510725339,0,0,29.49140625,NA,NA,4,2007
"246",2007-05-01,0.128226031390269,0.125148558368286,0,0,29.1856076388889,NA,NA,5,2007
"247",2007-05-09,0.133460760777871,0.131559159606695,0,0,28.706875,NA,NA,5,2007
"248",2007-05-17,0.146132290174689,0.118464006111026,0,0,28.1589756944444,NA,NA,5,2007
"249",2007-05-25,0.141377766366775,0.125141405810912,0,0,28.1486458333333,NA,NA,5,2007
"250",2007-06-02,0.211412773947039,0.214449795583884,0,0,28.0356423611111,NA,NA,6,2007
"251",2007-06-10,0.173414834359157,0.158261475463708,0,0,28.0622569444444,NA,NA,6,2007
"252",2007-06-18,0.163481520786441,0.154957527915637,0,0,27.8047048611111,NA,NA,6,2007
"253",2007-06-26,0.185602574380572,0.1712450136741,0,0,27.4214236111111,NA,NA,6,2007
"254",2007-07-04,0.19477815016127,0.184485014528036,0,0,27.1227951388889,NA,NA,7,2007
"255",2007-07-12,0.255933387597141,0.245982587337494,0,0,26.7456423611111,NA,NA,7,2007
"256",2007-07-20,0.320788777350674,0.350140154361725,0,0,26.6994270833333,NA,NA,7,2007
"257",2007-07-28,0.373157642473131,0.454598064223925,0,0,26.3222569444444,NA,NA,7,2007
"258",2007-08-05,0.300072601837356,0.361937214930852,0,0,26.5030555555556,NA,NA,8,2007
"259",2007-08-13,0.242263751725356,0.244809423883756,0,0,26.8098958333333,NA,NA,8,2007
"260",2007-08-21,0.273443343258705,0.256076157093048,0,0,26.8907465277778,NA,NA,8,2007
"261",2007-08-29,0.25123031688797,0.270821191370487,0,0,27.2943576388889,NA,NA,8,2007
"262",2007-09-06,0.189385902622472,0.170336619019508,1.7,1.7,27.2084895833333,NA,NA,9,2007
"263",2007-09-14,0.157780298599746,0.17252100755771,0,0,27.2086458333333,NA,NA,9,2007
"264",2007-09-22,0.126731647311577,0.114698432385921,0,0,27.22453125,NA,NA,9,2007
"265",2007-09-30,0.111552045961101,0.111832106113434,0,0,27.5769791666667,NA,NA,9,2007
"266",2007-10-08,0.119666568167946,0.120742399245501,0,0,27.9545659722222,NA,0.591510090466249,10,2007
"267",2007-10-16,0.110314576088318,0.105904242644707,143.7,85,28.1288715277778,0.591510090466249,0.900836320191159,10,2007
"268",2007-10-24,0.116361575829383,0.109437050918738,167.4,150.8,28.3918923611111,0.900836320191159,0.973863042341871,10,2007
"269",2007-11-01,0.121893729453217,0.124212379256884,191.3,186.3,28.6788194444444,0.973863042341871,0.453361125586243,11,2007
"270",2007-11-09,0.11259306568389,0.0971902534365654,191.9,87,28.7678125,0.453361125586243,0.322916666666667,11,2007
"271",2007-11-17,0.083157554268837,NA,192,62,28.76515625,0.322916666666667,0.0213219616204691,11,2007
"272",2007-11-25,0.0869249275185653,0.0795777676006158,187.6,4,28.6301041666667,0.0213219616204691,0.0697211155378486,11,2007
"273",2007-12-03,0.0942263872259193,0.0916061326861382,100.4,7,28.4278993055556,0.0697211155378486,0.0104493207941484,12,2007
"274",2007-12-11,0.124103227718955,NA,191.4,2,28.3787673611111,0.0104493207941484,0.0156331422615946,12,2007
"275",2007-12-19,0.0757036526748062,0.0658628058930238,191.9,3,28.3991840277778,0.0156331422615946,0.0333889816360601,12,2007
"276",2007-12-27,0.0689722455502627,0.058989129960537,119.8,4,28.5796666666667,0.0333889816360601,0.09375,12,2007
"277",2008-01-01,0.0696297333129412,0.0578399815907081,192,18,29.05859375,0.09375,0,1,2008
"278",2008-01-09,0.0749040387747203,0.0638851877301931,192,0,29.5088888888889,0,0,1,2008
"279",2008-01-17,0.0621158193436361,0.0580606739968061,166.2,0,29.21875,0,0.0156331422615946,1,2008
"280",2008-01-25,NA,NA,191.9,3,28.8015104166667,0.0156331422615946,0.0800854244527496,1,2008
"281",2008-02-02,NA,NA,187.3,15,28.1973090277778,0.0800854244527496,0.00520833333333333,2,2008
"282",2008-02-10,0.132667859891007,0.126646207273006,192,1,28.0475173611111,0.00520833333333333,0.385416666666667,2,2008
"283",2008-02-18,0.0994004283198401,0.0943183402220408,192,74,28.0927951388889,0.385416666666667,0.046875,2,2008
"284",2008-02-26,0.165561293778212,NA,192,9,28.1467534722222,0.046875,0.00520833333333333,2,2008
"285",2008-03-05,0.123675479493021,0.104637453953425,192,1,28.6848090277778,0.00520833333333333,0,3,2008
"286",2008-03-13,0.117478210892942,NA,192,0,28.5742361111111,0,0,3,2008
"287",2008-03-21,0.11315186098218,NA,192,0,28.7419965277778,0,0.015625,3,2008
"288",2008-03-29,0.121203221501948,0.110022244354089,192,3,28.8945138888889,0.015625,0.00520833333333333,3,2008
"289",2008-04-06,0.138247187643603,0.117996873954932,192,1,28.7290451388889,0.00520833333333333,0.0208441896821261,4,2008
"290",2008-04-14,0.139000056895631,0.132773000746965,191.9,4,28.5994444444444,0.0208441896821261,0.0416666666666667,4,2008
"291",2008-04-22,0.136142473645817,0.124271683394909,192,8,28.4341666666667,0.0416666666666667,0.28125,4,2008
"292",2008-04-30,0.137606034352935,0.131909973919392,192,54,28.4763541666667,0.28125,0.078125,4,2008
"293",2008-05-08,0.167149585467286,0.153237869342168,192,15,28.05859375,0.078125,0.0104166666666667,5,2008
"294",2008-05-16,0.157102873251283,0.14447641124328,192,2,28.0035069444444,0.0104166666666667,0.104166666666667,5,2008
"295",2008-05-24,0.133798366569611,0.120258851597706,192,20,28.1041145833333,0.104166666666667,0.567708333333333,5,2008
"296",2008-06-01,0.137048561125994,0.122482696175575,192,109,28.0358333333333,0.567708333333333,0.286458333333333,6,2008
"297",2008-06-09,0.145460311931615,0.135677846769492,192,55,27.8749305555556,0.286458333333333,0.0520833333333333,6,2008
"298",2008-06-17,0.134651668590201,0.131782788783312,192,10,27.8635243055556,0.0520833333333333,0.184633710541989,6,2008
"299",2008-06-25,0.146355047941399,0.146727415422599,167.9,31,27.9518055555556,0.184633710541989,0.348958333333333,6,2008
"300",2008-07-03,0.145840969601912,0.143323060870171,192,67,27.6765972222222,0.348958333333333,0.234375,7,2008
"301",2008-07-11,0.150737578572791,0.143359680473804,192,45,27.6942361111111,0.234375,0.111188325225851,7,2008
"302",2008-07-19,0.12115334123373,0.125595564643542,143.9,16,27.8782986111111,0.111188325225851,0.598958333333333,7,2008
"303",2008-07-27,0.149139916128479,0.153164519617955,192,115,27.4936111111111,0.598958333333333,0.75,7,2008
"304",2008-08-04,0.15478831864673,0.139440022408962,192,144,27.6785069444444,0.75,0.385416666666667,8,2008
"305",2008-08-12,0.11928902393473,0.114521648734808,192,74,28.0317708333333,0.385416666666667,0.34375,8,2008
"306",2008-08-20,0.111285919907378,0.0964960865676403,192,66,27.7172395833333,0.34375,0.11166253101737,8,2008
"307",2008-08-28,0.123506252324867,0.109786485632261,161.2,18,27.6745138888889,0.11166253101737,0.151120375195414,8,2008
"308",2008-09-05,0.116813391535765,0.109662933895985,191.9,29,27.7897395833333,0.151120375195414,0.463541666666667,9,2008
"309",2008-09-13,0.108824436536092,0.109518432368835,192,89,28.0006770833333,0.463541666666667,0.333333333333333,9,2008
"310",2008-09-21,0.149833703803462,0.140680039922396,192,64,27.9146180555556,0.333333333333333,0.265625,9,2008
"311",2008-09-29,0.137644027798053,0.119708012789488,192,51,28.1934722222222,0.265625,0.0104166666666667,9,2008
"312",2008-10-07,0.107377191812436,0.115929748862982,192,2,28.1343402777778,0.0104166666666667,0.0260416666666667,10,2008
"313",2008-10-15,0.160956985982401,0.154865140716235,192,5,27.8841493055556,0.0260416666666667,0.0892857142857143,10,2008
"314",2008-10-23,0.224021446337051,0.201265680293242,168,15,28.3171701388889,0.0892857142857143,0.015625,10,2008
"315",2008-10-31,0.133149852355321,0.138946736852328,192,3,28.7363715277778,0.015625,0.00520833333333333,10,2008
"316",2008-11-08,0.0745414400393246,0.0673611623545488,192,1,28.9480381944444,0.00520833333333333,0,11,2008
"317",2008-11-16,0.149024963378906,NA,192,0,28.7576736111111,0,0,11,2008
"318",2008-11-24,0.0960617211075073,0.0783401504158974,192,0,28.3753125,0,0,11,2008
"319",2008-12-02,0.0892063322618152,0.0650069198260705,192,0,28.8308506944444,0,0,12,2008
"320",2008-12-10,0.0943998329385498,0.0664108606676261,192,0,29.0053298611111,0,0.00520833333333333,12,2008
"321",2008-12-18,0.125033016917268,0.106738723814487,192,1,28.7965625,0.00520833333333333,0.0277777777777778,12,2008
"322",2008-12-26,0.112802790687945,0.107665083060662,144,4,28.4366435185185,0.0277777777777778,0,12,2008
"323",2009-01-01,0.134603546839207,0.109989620745182,192,0,28.4715104166667,0,0,1,2009
"324",2009-01-09,0.116961726995968,0.0983104482293129,192,0,28.7541145833333,0,0.00520833333333333,1,2009
"325",2009-01-17,0.132802336667635,0.118146239469449,192,1,28.6792534722222,0.00520833333333333,0.00520833333333333,1,2009
"326",2009-01-25,0.119761505109422,NA,192,1,28.5722395833333,0.00520833333333333,0,1,2009
"327",2009-02-02,0.0929051450723727,0.0883753970265388,192,0,28.8760590277778,0,0,2,2009
"328",2009-02-10,0.0829377249875189,0.0748843078811963,192,0,28.9397048611111,0,0.0520833333333333,2,2009
"329",2009-02-18,0.0802341203409186,0.072070191303889,192,10,28.6876215277778,0.0520833333333333,0,2,2009
"330",2009-02-26,0.0860497750341892,0.0846140310168266,192,0,28.5457291666667,0,0.00520833333333333,2,2009
"331",2009-03-06,0.0867800031489921,0.0770432775219281,192,1,28.8478645833333,0.00520833333333333,0,3,2009
"332",2009-03-14,0.105307485709882,0.0963237471878529,192,0,29.3889409722222,0,0,3,2009
"333",2009-03-22,0.123240928631276,0.103213892628749,192,0,29.5496875,0,0,3,2009
"334",2009-03-30,0.14163150027747,0.130883172154427,192,0,28.8427083333333,0,0,3,2009
"335",2009-04-07,0.114092707567843,0.107188204924266,192,0,28.8104340277778,0,0,4,2009
"336",2009-04-15,0.193295911782318,0.186581452687581,192,0,28.5515104166667,0,0,4,2009
"337",2009-04-23,0.149097744265252,0.138798634211222,192,0,28.7085590277778,0,0,4,2009
"338",2009-05-01,0.145802755019016,0.130827486515045,192,0,28.3715798611111,0,0.0260416666666667,5,2009
"339",2009-05-09,0.159894401192665,0.143592139085134,192,5,28.0939409722222,0.0260416666666667,0.00520833333333333,5,2009
"340",2009-05-17,0.14630890397366,0.14049814393123,192,1,27.8414930555556,0.00520833333333333,0.151041666666667,5,2009
"341",2009-05-25,0.174886388973943,0.180779701471329,192,29,27.3420486111111,0.151041666666667,0.760416666666667,5,2009
"342",2009-06-02,0.160176280952064,0.1467057193319,192,146,27.1315104166667,0.760416666666667,0.25,6,2009
"343",2009-06-10,0.166840107042409,0.158870801329613,192,48,27.0367361111111,0.25,0.526041666666667,6,2009
"344",2009-06-18,0.164180573935692,0.148958832025528,192,101,26.7385069444444,0.526041666666667,0.697916666666667,6,2009
"345",2009-06-26,0.212038155534916,0.212773541609446,192,134,26.4013715277778,0.697916666666667,0.104166666666667,6,2009
"346",2009-07-04,0.197455141604656,0.202396894494692,192,20,26.4260590277778,0.104166666666667,0.109375,7,2009
"347",2009-07-12,0.204282966635284,0.200092755258083,192,21,26.13296875,0.109375,0.78125,7,2009
"348",2009-07-20,0.215674535705234,0.22725386172533,192,150,26.0189756944444,0.78125,0.916666666666667,7,2009
